rank,word,frequent
1773,昨晚,13
1774,约定,13
1775,蓝轩,13
1776,两三天,13
1777,标有,13
1778,属,13
1779,好几个,13
1780,近半年,13
1781,国风,13
1782,爱,13
1783,民安,13
1784,之,13
1785,变低,13
1786,丰乐,13
1787,曲溪,13
1788,南市,13
1789,盛宇里,13
1790,泰安,13
1791,道瑞江,13
1792,空地,13
1793,水用,13
1794,观察,13
1795,五个,13
1796,井现,13
1797,上次,13
1798,科技,13
1799,南大街,13
1800,内容,13
1801,东华,13
1802,交,13
1803,轻轨站,13
1804,休息,13
1805,有水时,13
1806,黄岩,13
1807,换立管,13
1808,前去,13
1809,白色,13
1810,纪,13
1811,打电话,13
1812,谊,13
1813,串,13
1814,条石,13
1815,清,13
1816,哪,13
1817,然后,13
1818,远东,13
1819,新安,13
1820,十几年,13
1821,职业,13
1822,通过,13
1823,户,13
1824,养老院,13
1825,现水,13
1826,祁连,13
1827,踩,13
1828,整片,13
1829,过程,13
1830,运河,13
1831,上江路,13
1832,下水,13
1833,中国,13
1834,冰,13
1835,居,13
1836,水泵,13
1837,由东向西,13
1838,灰堆,13
1839,公厕,13
1840,房屋,13
1841,建设银行,13
1842,解决问题,13
1843,台湾,13
1844,阳明,13
1845,音乐厅,13
1846,川北,13
1847,日纬路,13
1848,货场,13
1849,建,13
1850,后街,13
1851,工作,13
1852,凌奥,13
1853,中心小学,13
1854,百货,13
1855,曾经,13
1856,玉山,13
1857,工具,13
1858,收,13
1859,予以,13
1860,不会,13
1861,致使,13
1862,报亭,13
1863,得知,13
1864,却,13
1865,此前,13
1866,还要,12
1867,乐园,12
1868,金环里,12
1869,办事处,12
1870,肯定,12
1871,无关,12
1872,夏天,12
1873,漂浮物,12
1874,春节,12
1875,万兴,12
1876,急需,12
1877,理解,12
1878,无味,12
1879,派单,12
1880,进口,12
1881,博雅,12
1882,连续,12
1883,昆云里,12
1884,偏低,12
1885,墙子,12
1886,芥,12
1887,水中,12
1888,敬重,12
1889,变电,12
1890,中铁,12
1891,西南角,12
1892,路富力,12
1893,委员会,12
1894,新红路,12
1895,看清,12
1896,来安里,12
1897,备案,12
1898,太,12
1899,金星,12
1900,富秀,12
1901,沙市,12
1902,多处,12
1903,楼群,12
1904,问,12
1905,上桥,12
1906,同心,12
1907,信昌,12
1908,大院里,12
1909,颜色,12
1910,管理局,12
1911,仓联庄,12
1912,查找,12
1913,一层,12
1914,路锦,12
1915,网吧,12
1916,但楼,12
1917,第,12
1918,内地,12
1919,天纬路,12
1920,田庄,12
1921,津工,12
1922,另外,12
1923,楼里,12
1924,向东,12
1925,手指,12
1926,金宇里,12
1927,萦东,12
1928,称前,12
1929,道安德,12
1930,新园,12
1931,营业厅,12
1932,信里,12
1933,万顺,12
1934,远,12
1935,九连山,12
1936,长青,12
1937,老人,12
1938,芳草园,12
1939,温度,12
1940,水量,12
1941,另,12
1942,外溢,12
1943,不管,12
1944,坑,12
1945,电梯,12
1946,环秀,12
1947,何,12
1948,变电所,12
1949,江水,12
1950,从井内,12
1951,万达,12
1952,报春,12
1953,人称,12
1954,几次,12
1955,华馨,12
1956,慎益,12
1957,路大直,12
1958,正中间,12
1959,曲阜,12
1960,支行,12
1961,湖南,12
1962,实验,12
1963,公分,12
1964,怕,12
1965,水晶城,12
1966,黄色,12
1967,受理,12
1968,梅宏,12
1969,几年,12
1970,一辆,12
1971,六段,12
1972,自行车,12
1973,自贡,12
1974,园荫道,12
1975,道景兴,12
1976,最,12
1977,兴云里,12
1978,双峰,12
1979,登发,12
1980,浙江,12
1981,过往,12
1982,说明,12
1983,该楼,12
1984,现从,12
1985,若,12
1986,新河,12
1987,领导,12
1988,余门,12
1989,沉淀物,12
1990,珠峰,12
1991,接通,12
1992,恢复正常,11
1993,大门口,11
1994,表内,11
1995,丰盈,11
1996,沿路,11
1997,动过,11
1998,增进,11
1999,总站,11
2000,先进,11
2001,路四新道,11
2002,荔湾,11
2003,后称,11
2004,回家,11
2005,近日,11
2006,市,11
2007,蓝色,11
2008,泡,11
2009,即将,11
2010,冒出来,11
2011,秀山,11
2012,同侧,11
2013,金江,11
2014,一会,11
2015,前两天,11
2016,道华康里,11
2017,天泰,11
2018,带,11
2019,人行,11
2020,弘丽,11
2021,日照,11
2022,无人居住,11
2023,应找,11
2024,并称,11
2025,入夏,11
2026,可拨打,11
2027,直径,11
2028,三江,11
2029,整门,11
2030,孟春里,11
2031,耐心,11
2032,渤海,11
2033,路桥,11
2034,教师,11
2035,影院,11
2036,声音,11
2037,路旭水,11
2038,三期,11
2039,路景,11
2040,华新,11
2041,江苏,11
2042,荣安,11
2043,太湖,11
2044,称到,11
2045,河畔,11
2046,海洋,11
2047,久,11
2048,共有,11
2049,按,11
2050,上江路泉,11
2051,冻住,11
2052,中山,11
2053,答应,11
2054,海景,11
2055,泵房,11
2056,现此,11
2057,好利来,11
2058,路西,11
2059,兴隆,11
2060,恒山,11
2061,潞河,11
2062,消防队,11
2063,西南,11
2064,柳州,11
2065,弄,11
2066,棉三,11
2067,曾到,11
2068,奥兰,11
2069,惠森,11
2070,骑,11
2071,大润发,11
2072,深,11
2073,昌里,11
2074,冬天,11
2075,辅,11
2076,称井内,11
2077,轧碎,11
2078,张自忠,11
2079,道津,11
2080,宿纬路,11
2081,位于,11
2082,席厂,11
2083,刘先生,11
2084,老楼,11
2085,万东,11
2086,轻轨,11
2087,报,11
2088,快车道,11
2089,祥和,11
2090,晚间,11
2091,每到,11
2092,不严,11
2093,营门,11
2094,冻管,11
2095,景致,11
2096,饭馆,11
2097,人行天桥,10
2098,墙体,10
2099,侧门,10
2100,舞台,10
2101,京津,10
2102,响,10
2103,强烈,10
2104,路向,10
2105,浪费,10
2106,食品,10
2107,市里,10
2108,道贵,10
2109,津浦,10
2110,辅路,10
2111,雅致,10
2112,津水,10
2113,路古,10
2114,不漏水,10
2115,二十年,10
2116,支队,10
2117,连,10
2118,西面,10
2119,富秀园,10
2120,村翠韵,10
2121,随园,10
2122,红色,10
2123,称要,10
2124,判断,10
2125,乐东,10
2126,卧龙,10
2127,极低,10
2128,区远翠,10
2129,中道,10
2130,八里台,10
2131,多吨,10
2132,新修,10
2133,观园,10
2134,采取,10
2135,明家,10
2136,村朝春里,10
2137,抄,10
2138,路程,10
2139,城里,10
2140,平米,10
2141,故请,10
2142,一部分,10
2143,关闸,10
2144,肯德基,10
2145,横江,10
2146,负责人,10
2147,景园,10
2148,空军,10
2149,龙海,10
2150,客运站,10
2151,张贴,10
2152,热力,10
2153,福东里,10
2154,家乐福,10
2155,佟楼,10
2156,路睦南道,10
2157,镇江,10
2158,人来,10
2159,路宾,10
2160,楼下住户,10
2161,服务中心,10
2162,来过,10
2163,十六,10
2164,局,10
2165,水柱,10
2166,水时,10
2167,看过,10
2168,湖东,10
2169,配合,10
2170,图纸,10
2171,赵,10
2172,维修站,10
2173,铸铁,10
2174,合兴,10
2175,电报,10
2176,路华苑,10
2177,虎丘,10
2178,周,10
2179,风采,10
2180,新开,10
2181,凌晨,10
2182,面积,10
2183,道兴,10
2184,通达,10
2185,罗江,10
2186,两次,10
2187,高出,10
2188,路迎,10
2189,云龙,10
2190,建新,10
2191,已去,10
2192,甬道,10
2193,八年,10
2194,楼龄,10
2195,昨天下午,10
2196,欠,10
2197,段时间,10
2198,石桥,10
2199,路口处,10
2200,道德,10
2201,城楼,10
2202,查询,10
2203,隆源,10
2204,馨,10
2205,种类,10
2206,交给,10
2207,自转,10
2208,联华,10
2209,道旁,10
2210,小道,10
2211,草地,10
2212,长虹,10
2213,号码,10
2214,盛世,10
2215,新开桥,10
2216,社区,10
2217,新红,10
2218,旱桥,10
2219,不太,10
2220,更加,10
2221,昆山,10
2222,雪莲,10
2223,千里,10
2224,牌子,10
2225,麦当劳,10
2226,地砖,10
2227,？,10
2228,车胎,10
2229,表后,10
2230,尖山,10
2231,晋宁,10
2232,景福里门,10
2233,海关,10
2234,杨,10
2235,完毕,10
2236,味道,10
2237,标志性,10
2238,此条,10
2239,安西,10
2240,办,10
2241,天泰路席,10
2242,电动车,9
2243,行驶,9
2244,金谷里,9
2245,简阳,9
2246,路天,9
2247,楼后,9
2248,平常,9
2249,上往,9
2250,调查核实,9
2251,赔偿,9
2252,异常,9
2253,前门,9
2254,紫金,9
2255,民主,9
2256,澄江,9
2257,小拇指,9
2258,荣泰,9
2259,路国,9
2260,沿街,9
2261,好转,9
2262,路华昌道,9
2263,即可,9
2264,交警,9
2265,卖,9
2266,道长,9
2267,水东,9
2268,生产,9
2269,点多,9
2270,共,9
2271,新路,9
2272,公交车站,9
2273,道顺,9
2274,石油,9
2275,北六,9
2276,浑浊,9
2277,电,9
2278,蝶桥,9
2279,耐火,9
2280,陷,9
2281,北城,9
2282,局子,9
2283,三纬路,9
2284,明天,9
2285,由北向南,9
2286,子,9
2287,热水,9
2288,２,9
2289,庄园,9
2290,泰达,9
2291,保密,9
2292,机电,9
2293,天气,9
2294,多口,9
2295,进,9
2296,翔纬路,9
2297,裕泰,9
2298,邓,9
2299,十多年,9
2300,洗车,9
2301,对门,9
2302,得,9
2303,路王,9
2304,路号院,9
2305,昆璞里,9
2306,安,9
2307,拆除,9
2308,邓姐,9
2309,青云,9
2310,做饭,9
2311,李七庄,9
2312,皓,9
2313,必须,9
2314,街大,9
2315,邮电,9
2316,路华庆里,9
2317,看不见,9
2318,准备,9
2319,龙禧,9
2320,丹江,9
2321,院号,9
2322,交通事故,9
2323,骑车,9
2324,商号,9
2325,非卡表,9
2326,路津滨,9
2327,C,9
2328,表扬,9
2329,商城,9
2330,断,9
2331,该底,9
2332,半岛,9
2333,汇贤里,9
2334,盘山道,9
2335,陆典,9
2336,强里,9
2337,道垣焕里,9
2338,路靖,9
2339,称小,9
2340,钧,9
2341,降压,9
2342,义庄,9
2343,战备,9
2344,挺,9
2345,等候,9
2346,瑞江,9
2347,留人,9
2348,道祥泰,9
2349,东环楼,9
2350,行人,9
2351,蛇口,9
2352,现有,9
2353,拧,9
2354,搬走,9
2355,信访办,9
2356,楼上住户,9
2357,土,9
2358,无色,9
2359,经理,9
2360,交通银行,9
2361,汕头,9
2362,华西,9
2363,川南,9
2364,检测,9
2365,中国银行,9
2366,一般,9
2367,半小时,9
2368,体育场,9
2369,锦,9
2370,绿化,9
2371,专业,9
2372,不够,9
2373,寺,9
2374,道南,9
2375,欣荣,9
2376,名苑,9
2377,顺杭路,9
2378,暂时,9
2379,湿,9
2380,措施,9
2381,过年,9
2382,吉利,9
2383,苏州,9
2384,路燕宇,9
2385,全是,9
2386,听到,9
2387,交接,9
2388,北运河,9
2389,恩德,9
2390,时刚,9
2391,今天上午,9
2392,面向,9
2393,睦南道,9
2394,牌,8
2395,明确,8
2396,一栋,8
2397,大营门,8
2398,至楼,8
2399,花池,8
2400,道萃,8
2401,云中,8
2402,佳庆道,8
2403,狗不理,8
2404,商铺,8
2405,涉及,8
2406,水北,8
2407,三合,8
2408,倒,8
2409,自查,8
2410,昨日,8
2411,大众,8
2412,西街,8
2413,中联,8
2414,盖碎,8
2415,路南,8
2416,装饰,8
2417,改,8
2418,大沽路,8
2419,考虑,8
2420,较长,8
2421,姜,8
2422,一个多,8
2423,井冒,8
2424,宫里,8
2425,D座,8
2426,大坑,8
2427,听,8
2428,七点,8
2429,路海源,8
2430,年前,8
2431,艳阳,8
2432,干管,8
2433,批发市场,8
2434,C座,8
2435,北区,8
2436,台北路,8
2437,建筑物,8
2438,由西向东,8
2439,道华康,8
2440,电力部门,8
2441,宝鸡,8
2442,截止,8
2443,右,8
2444,八楼,8
2445,腿,8
2446,厦门,8
2447,香水,8
2448,鸿,8
2449,过车,8
2450,房主,8
2451,外国语,8
2452,安南,8
2453,农业银行,8
2454,东丽,8
2455,新华,8
2456,往下流,8
2457,罗马,8
2458,乐购,8
2459,五四,8
2460,标志,8
2461,名字,8
2462,胜景,8
2463,王女士,8
2464,路玉峰,8
2465,新世界,8
2466,桃园,8
2467,拐角处,8
2468,五区,8
2469,快报,8
2470,管员,8
2471,住宅楼,8
2472,产业园,8
2473,文化,8
2474,管材,8
2475,直沽后,8
2476,达西,8
2477,并未,8
2478,二十多年,8
2479,怡,8
2480,返,8
2481,门门,8
2482,楼房,8
2483,附属,8
2484,垃圾,8
2485,十天,8
2486,左手,8
2487,侯台,8
2488,消防设施,8
2489,期间,8
2490,阁,8
2491,东南,8
2492,竹林,8
2493,处往,8
2494,庆丰,8
2495,预约,8
2496,华夏,8
2497,万春,8
2498,应由,8
2499,业主,8
2500,不要,8
2501,由南向北,8
2502,质量,8
2503,纬路,8
2504,引起,8
2505,长征,8
2506,老房子,8
2507,别墅,8
2508,关系,8
2509,村号,8
2510,东纵,8
2511,签字,8
2512,月光,8
2513,红城,8
2514,马庄,8
2515,花园酒店,8
2516,春和景明,8
2517,住宅,8
2518,外冒水,8
2519,文,8
2520,受到,8
2521,路盛宇里,8
2522,手机,8
2523,信美道,8
2524,程度,8
2525,刘庄,8
2526,俱乐部,8
2527,结束,8
2528,打通,8
2529,红勘,8
2530,办公室,8
2531,杜鹃,8
2532,开华道,8
2533,建筑,8
2534,经查,8
2535,德丰,8
2536,故派,8
2537,国税局,8
2538,道义,8
2539,铁工,8
2540,职专,8
2541,江湾,8
2542,楼顶上,8
2543,停过,8
2544,中无此,8
2545,道元兴,8
2546,十,8
2547,卫安中里,8
2548,宿舍楼,8
2549,劝业场,8
2550,为什么,8
2551,确实,8
2552,清华,8
2553,四化,8
2554,嫩江,8
2555,增兴,8
2556,栋门,8
2557,修过,8
2558,顺着,8
2559,道天,8
2560,东三经路,8
2561,…,8
2562,雅园,8
2563,道东,8
2564,华安,8
2565,绮,8
2566,底下,8
2567,S,8
2568,近几个月,8
2569,墙,8
2570,房已,8
2571,以免,8
2572,称为,8
2573,芷江,8
2574,接近,8
2575,钱,8
2576,福泽,8
2577,换过,8
2578,厂路,8
2579,朝春里,8
2580,专卖店,8
2581,许多,8
2582,一共,8
2583,园荫里,8
2584,宇萃,8
2585,道玉荣,8
2586,涌出,8
2587,永乐,8
2588,祠,8
2589,建委,8
2590,路津塘路,8
2591,文静,8
2592,为此,8
2593,下往,8
2594,中断,8
2595,八段,8
2596,杜,8
2597,两块,8
2598,觉得,8
2599,欣苑,8
2600,红日,8
2601,自行解决,8
2602,毛条,8
2603,此次,8
2604,其称,8
2605,街道,8
2606,杨桥,8
2607,年月日,8
2608,两侧,8
2609,海尔,8
2610,公用,8
2611,成,8
2612,刚换,8
2613,闸桥,8
2614,包括,8
2615,松阳,8
2616,道步,8
2617,水云,8
2618,孙,8
2619,庄路,8
2620,香榭里,8
2621,内水,7
2622,汉桥,7
2623,街景,7
2624,欧亚,7
2625,红霞,7
2626,中里门,7
2627,楼口,7
2628,司机,7
2629,江,7
2630,正对面,7
2631,凤山,7
2632,泰,7
2633,爆管,7
2634,爱贤里,7
2635,卫生院,7
2636,雨水,7
2637,信号,7
2638,西苑,7
2639,墙外,7
2640,临汾路,7
2641,龙井,7
2642,极小,7
2643,路秋星,7
2644,为何,7
2645,乐山,7
2646,食品街,7
2647,照,7
2648,长治,7
2649,交管局,7
2650,此栋楼,7
2651,焦急,7
2652,菊苑,7
2653,今早,7
2654,路双,7
2655,时好时坏,7
2656,大厅,7
2657,格调,7
2658,福如里,7
2659,天天,7
2660,天大,7
2661,将近,7
2662,何兴庄,7
2663,五十四,7
2664,行车,7
2665,金堂,7
2666,书,7
2667,细小,7
2668,园荫北里,7
2669,逸,7
2670,杭州,7
2671,一米,7
2672,合肥,7
2673,加压,7
2674,登州,7
2675,有何,7
2676,路昌海,7
2677,效果,7
2678,科,7
2679,儒林,7
2680,东盈园,7
2681,冠,7
2682,城防,7
2683,虽然,7
2684,圈,7
2685,东昌路,7
2686,入口,7
2687,新买,7
2688,排除,7
2689,一井,7
2690,房顶,7
2691,安北,7
2692,出站口,7
2693,墙根,7
2694,汉中,7
2695,七一,7
2696,催办,7
2697,十多天,7
2698,巡,7
2699,昌宁,7
2700,姆指,7
2701,桥边,7
2702,安定,7
2703,井水,7
2704,睦,7
2705,指挥,7
2706,路泉,7
2707,吉里,7
2708,漫延,7
2709,的话,7
2710,厦门路,7
2711,称如,7
2712,烟,7
2713,连云,7
2714,电线杆,7
2715,安全局,7
2716,汽配城,7
2717,一座,7
2718,车库,7
2719,有无,7
2720,户管,7
2721,平河,7
2722,马先生,7
2723,金碧,7
2724,塘沽,7
2725,院子,7
2726,安东,7
2727,湖南路,7
2728,日报,7
2729,撞,7
2730,不远,7
2731,敬宾里,7
2732,面粉厂,7
2733,区政府,7
2734,周末,7
2735,王先生,7
2736,九龙,7
2737,感觉,7
2738,平日,7
2739,山庄,7
2740,院前,7
2741,混,7
2742,场,7
2743,第二条,7
2744,家属楼,7
2745,重,7
2746,冠云,7
2747,前些天,7
2748,海逸长洲,7
2749,路七纬路,7
2750,光复,7
2751,一小,7
2752,新兴,7
2753,房地产,7
2754,督促,7
2755,检修,7
2756,海湾,7
2757,稍微,7
2758,男,7
2759,颂禹里,7
2760,八一,7
2761,津谊桥,7
2762,老年公寓,7
2763,闽侯,7
2764,刘台,7
2765,开里,7
2766,红升里,7
2767,御,7
2768,否则,7
2769,复兴中学,7
2770,个人信息,7
2771,值班室,7
2772,烧坏,7
2773,迎水,7
2774,通话,7
2775,司法局,7
2776,翘起,7
2777,难题,7
2778,以外,7
2779,条,7
2780,进一步,7
2781,地道口,7
2782,奥城,7
2783,中嘉,7
2784,免费,7
2785,集团电话,7
2786,告之此,7
2787,指挥部,7
2788,云里,7
2789,帮,7
2790,往新,7
2791,两户,7
2792,增强,7
2793,旅馆,7
2794,方法,7
2795,下楼,7
2796,星苑,7
2797,育贤里,7
2798,树林,7
2799,返水,7
2800,二中,7
2801,何井,7
2802,速度,7
2803,园门,7
2804,东西,7
2805,繁华,7
2806,东街,7
2807,烟台,7
2808,房管局,7
2809,交纳,7
2810,树德,7
2811,党校,7
2812,健强,7
2813,家属,7
2814,远翠东里,7
2815,距,7
2816,时代,7
2817,看不出,7
2818,道裕阳,7
2819,不动,7
2820,阳新,7
2821,商用,7
2822,车轮,7
2823,何井及,7
2824,旧津,7
2825,家具,7
2826,西河,7
2827,相当,7
2828,广播电台,7
2829,东锦里,7
2830,非机动,7
2831,美,7
2832,远洋,7
2833,风,7
2834,李,7
2835,右边,7
2836,竹,7
2837,剩,7
2838,六纬,7
2839,钢厂,7
2840,专卖,7
2841,过立管,7
2842,九华山,7
2843,热,7
2844,插入,7
2845,门后,7
2846,快捷酒店,7
2847,立刻,7
2848,上不来,7
2849,活动,7
2850,行车道,7
2851,差,7
2852,安达,7
2853,说法,7
2854,环卫,7
2855,始终,7
2856,不上,7
2857,沟通,7
2858,左手边,7
2859,服装店,7
2860,金东里,7
2861,梦园,7
2862,店门口,7
2863,中环,7
2864,车陷,7
2865,断裂,7
2866,因是,7
2867,汉阳,7
2868,任贤里,7
2869,流水声,6
2870,好几年,6
2871,砂眼,6
2872,路开,6
2873,底商内,6
2874,太和,6
2875,李先生,6
2876,发里,6
2877,吕纬路,6
2878,路宇翠里,6
2879,水已,6
2880,园林局,6
2881,称非,6
2882,南泥湾,6
2883,接口处,6
2884,施工方,6
2885,警察,6
2886,路安,6
2887,记录,6
2888,丰盛,6
2889,这么,6
2890,中远,6
2891,瑞金,6
2892,程,6
2893,撞坏,6
2894,渗,6
2895,辰纬路辰润里,6
2896,道焕玉里,6
2897,公交车,6
2898,先锋,6
2899,红顶,6
2900,堤南道,6
2901,路先,6
2902,松林,6
2903,右手边,6
2904,雁门,6
2905,上周,6
2906,凤园,6
2907,黑牛城,6
2908,协兴里,6
2909,梅,6
2910,斜,6
2911,一方,6
2912,热线联系,6
2913,蓉芳里,6
2914,查,6
2915,复兴,6
2916,今年夏天,6
2917,申请,6
2918,博,6
2919,回到,6
2920,那么,6
2921,有机合成,6
2922,组团,6
2923,我们,6
2924,楼和楼,6
2925,多户,6
2926,头,6
2927,交费,6
2928,地里,6
2929,坚持,6
2930,幸喜,6
2931,金城,6
2932,锈,6
2933,饮用,6
2934,安江,6
2935,龙,6
2936,十点,6
2937,拒绝,6
2938,栖霞,6
2939,金品,6
2940,康定路,6
2941,占线,6
2942,宁波,6
2943,时代广场,6
2944,有些,6
2945,会展中心,6
2946,楼体,6
2947,大小,6
2948,怀远,6
2949,南昌,6
2950,连接,6
2951,正,6
2952,地纬路,6
2953,文化村,6
2954,百货大楼,6
2955,走进,6
2956,金泰,6
2957,富水,6
2958,林,6
2959,出租车,6
2960,棉,6
2961,表井有,6
2962,路福,6
2963,鼓楼,6
2964,丽江,6
2965,保泽道,6
2966,金禧园,6
2967,园区,6
2968,快要,6
2969,用水量,6
2970,云江,6
2971,景村,6
2972,是不是,6
2973,纯善,6
2974,慕贤里,6
2975,七个,6
2976,没水用,6
2977,水牌,6
2978,滞留,6
2979,上班,6
2980,南区,6
2981,机场,6
2982,路盈,6
2983,天星,6
2984,华中,6
2985,财经大学,6
2986,德,6
2987,网有,6
2988,极易,6
2989,双鹿,6
2990,一壶水,6
2991,柳苑,6
2992,被盗,6
2993,天时,6
2994,五六,6
2995,督察组,6
2996,水厂,6
2997,反应,6
2998,大片,6
2999,网管,6
3000,顺里,6
3001,绥中,6
3002,一家,6
3003,廉江,6
3004,福里门,6
3005,从点,6
3006,直沽园,6
3007,天磁,6
3008,冲厕,6
3009,星河,6
3010,卡内,6
3011,榕苑,6
3012,乌江,6
3013,警校,6
3014,之内,6
3015,黎明,6
3016,畅水园,6
3017,荣华,6
3018,到达,6
3019,直播间,6
3020,水车,6
3021,三次,6
3022,直沽前,6
3023,而是,6
3024,道川府,6
3025,育贤里门,6
3026,佛山,6
3027,马,6
3028,替,6
3029,称会,6
3030,心里,6
3031,一排,6
3032,城门口,6
3033,十号,6
3034,路新,6
3035,翔宇,6
3036,歪,6
3037,凯立,6
3038,井岗山,6
3039,这些,6
3040,两点,6
3041,上报,6
3042,宅,6
3043,川云里,6
3044,未留下,6
3045,一名,6
3046,粗,6
3047,压翻,6
3048,不让,6
3049,独立,6
3050,当天,6
3051,六个,6
3052,整条,6
3053,三段,6
3054,物业管理,6
3055,商厦,6
3056,道华苑,6
3057,景福里,6
3058,渭水,6
3059,半天,6
3060,十几口,6
3061,公仆,6
3062,支,6
3063,巡察,6
3064,贸易,6
3065,但表井,6
3066,凤麟,6
3067,军事,6
3068,澳门路,6
3069,盖上,6
3070,地产,6
3071,金街,6
3072,徐州,6
3073,顺杭,6
3074,下班,6
3075,道鹤望,6
3076,西餐厅,6
3077,环盛里,6
3078,发展,6
3079,变电站,6
3080,估衣,6
3081,道莲安里,6
3082,DN,6
3083,非抄表,6
3084,万隆,6
3085,丁家桥,6
3086,哪种,6
3087,长征路,6
3088,红外,6
3089,没盖,6
3090,孟家,6
3091,大车,6
3092,口处,6
3093,颂禹,6
3094,路蝶桥,6
3095,法院,6
3096,荣里门,6
3097,滨海,6
3098,辰纬路辰润里门,6
3099,桥洞,6
3100,贵,6
3101,关注,6
3102,天骄,6
3103,已告,6
3104,杨先生,6
3105,城市之光,6
3106,水泥板,6
3107,大通,6
3108,饭庄,6
3109,宾水,6
3110,水输,6
3111,慎,6
3112,通讯,6
3113,风貌,6
3114,几楼,6
3115,区冠云,6
3116,请以,6
3117,公安,6
3118,九江,6
3119,中央,6
3120,双林,6
3121,川江,6
3122,方案,6
3123,舒,6
3124,四平,6
3125,四年,6
3126,泰华,6
3127,大部分,6
3128,目前为止,6
3129,新义,6
3130,苍穹,6
3131,左边,6
3132,风荷,6
3133,孩子,6
3134,摔倒,6
3135,以及,6
3136,四季,6
3137,不过,6
3138,中单,6
3139,河湾,6
3140,树枝,6
3141,体育中心,6
3142,桦林,6
3143,信华楼,6
3144,滇池,6
3145,德才,6
3146,宜兴,6
3147,老百姓,6
3148,文兴里,6
3149,营销,6
3150,证券,6
3151,到底,6
3152,圣德,6
3153,买,6
3154,掉进去,6
3155,宜君,6
3156,渌,6
3157,连锁,6
3158,此井为,6
3159,东舍,6
3160,荣迁,6
3161,比井圈,6
3162,盖掉,6
3163,无线,6
3164,进井内,6
3165,杂质,6
3166,此楼栋,6
3167,故下,6
3168,周六,6
3169,玫瑰,6
3170,阳安里,6
3171,怀仁,6
3172,五金,6
3173,便于,6
3174,金牛,6
3175,再也,6
3176,金川,6
3177,瑞丽,6
3178,松风,6
3179,出门,6
3180,死,6
3181,郭,6
3182,中立,6
3183,苏宁,6
3184,玉容,6
3185,时常,6
3186,设备,6
3187,资水,6
3188,电视台,6
3189,浮桥,6
3190,仓库区,6
3191,门底,6
3192,员为,6
3193,路五爱道,6
3194,解决不了,6
3195,换热站,6
3196,电力公司,6
3197,院院,6
3198,从表井里,6
3199,间,6
3200,九天,6
3201,过去,6
3202,殡葬,6
3203,新桥,6
3204,清真寺,6
3205,称水,6
3206,国美,6
3207,福姜路,6
3208,东门,6
3209,兴,6
3210,程林,6
3211,五纬,5
3212,同善里,5
3213,线,5
3214,贺兰,5
3215,第五,5
3216,应为,5
3217,开封,5
3218,铁制,5
3219,此外,5
3220,研究院,5
3221,意见,5
3222,花港,5
3223,中豪,5
3224,体育彩票,5
3225,车棚,5
3226,商都,5
3227,眼镜店,5
3228,牵扯,5
3229,商量,5
3230,右拐,5
3231,操场,5
3232,路堤,5
3233,上海,5
3234,风尚,5
3235,配送,5
3236,收取,5
3237,复兴门,5
3238,管为,5
3239,湖西,5
3240,东排,5
3241,路宇萃,5
3242,路福居,5
3243,龙王庙,5
3244,北斗星,5
3245,平利,5
3246,继续,5
3247,两三年,5
3248,不太好,5
3249,日光,5
3250,士英路,5
3251,畔,5
3252,除了,5
3253,大任,5
3254,井且,5
3255,脱落,5
3256,鹤园,5
3257,只称,5
3258,工人,5
3259,道谊,5
3260,周一,5
3261,路兴,5
3262,市委,5
3263,人民,5
3264,开发,5
3265,测漏,5
3266,东丽区,5
3267,路印,5
3268,民园,5
3269,西门,5
3270,九江路,5
3271,茂名,5
3272,从前,5
3273,保温层,5
3274,留言,5
3275,路八纬路,5
3276,此表,5
3277,路金田,5
3278,包头,5
3279,综合,5
3280,之眼,5
3281,浏阳,5
3282,红路,5
3283,铃铛,5
3284,溢出,5
3285,回去,5
3286,露出,5
3287,菜馆,5
3288,普天,5
3289,受伤,5
3290,华瑞,5
3291,表井向,5
3292,独单,5
3293,勘,5
3294,贵桥,5
3295,宁月,5
3296,则,5
3297,持续时间,5
3298,插,5
3299,七纬,5
3300,管冻,5
3301,大寺,5
3302,倚虹,5
3303,栋室,5
3304,起重,5
3305,综合执法,5
3306,城道谊,5
3307,事件,5
3308,露,5
3309,新华书店,5
3310,或是,5
3311,新街,5
3312,泾水,5
3313,路龙博,5
3314,对于,5
3315,道龙,5
3316,健美,5
3317,光大银行,5
3318,路普济,5
3319,金湾,5
3320,佟,5
3321,转天,5
3322,像是,5
3323,没抄,5
3324,有点,5
3325,热气,5
3326,泰西,5
3327,宝利,5
3328,哪里,5
3329,海建里,5
3330,怡安,5
3331,人行横道,5
3332,越来越低,5
3333,关机,5
3334,路白庙,5
3335,绮云,5
3336,不通,5
3337,天水,5
3338,饺子馆,5
3339,美好,5
3340,天桂里,5
3341,庄后,5
3342,就要,5
3343,天泉,5
3344,联通,5
3345,当中,5
3346,宇纬路,5
3347,里底,5
3348,圆井,5
3349,关阀,5
3350,最快,5
3351,之中,5
3352,会馆,5
3353,之久,5
3354,惠阳,5
3355,耳环,5
3356,桥西,5
3357,松涛,5
3358,这次,5
3359,金淼园,5
3360,围挡,5
3361,佳荣里,5
3362,四新里门,5
3363,四五天,5
3364,兴里门,5
3365,来水后,5
3366,进水,5
3367,宁强,5
3368,曾多次,5
3369,艺苑,5
3370,襄阳,5
3371,送,5
3372,有所,5
3373,金纬,5
